               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.047052,            0.039245,            0.020141,             0.87551,                   1,                0.97,             0.73339,            0.017907,            0.020817,            0.010973,            0.001981,            0.001981,            0.001981
                 164,            0.047711,            0.034151,            0.018835,             0.87551,                   1,                0.97,             0.73339,            0.017907,            0.020817,            0.010973,           0.0019315,           0.0019315,           0.0019315
                 165,            0.041365,             0.04005,            0.015175,               0.869,                   1,                0.97,             0.72179,            0.017958,            0.020714,            0.010808,            0.001882,            0.001882,            0.001882
                 166,            0.044914,            0.028373,             0.02082,               0.869,                   1,                0.97,             0.72179,            0.017958,            0.020714,            0.010808,           0.0018325,           0.0018325,           0.0018325
                 167,            0.048892,            0.033602,            0.021027,               0.869,                   1,                0.97,             0.72179,            0.017958,            0.020714,            0.010808,            0.001783,            0.001783,            0.001783
                 168,            0.037555,            0.028579,            0.013794,               0.869,                   1,                0.97,             0.72179,            0.017958,            0.020714,            0.010808,           0.0017335,           0.0017335,           0.0017335
                 169,            0.044643,            0.038702,            0.017405,             0.86714,                   1,                0.97,             0.73419,            0.018703,            0.020681,            0.010655,            0.001684,            0.001684,            0.001684
                 170,            0.040936,            0.030111,            0.019214,             0.86714,                   1,                0.97,             0.73419,            0.018703,            0.020681,            0.010655,           0.0016345,           0.0016345,           0.0016345
                 171,            0.045471,             0.03462,              0.0209,             0.86714,                   1,                0.97,             0.73419,            0.018703,            0.020681,            0.010655,            0.001585,            0.001585,            0.001585
                 172,            0.042991,            0.039066,            0.017958,             0.86714,                   1,                0.97,             0.73419,            0.018703,            0.020681,            0.010655,           0.0015355,           0.0015355,           0.0015355
                 173,            0.046268,            0.033996,            0.021091,             0.93603,             0.99761,               0.995,             0.74524,            0.018391,            0.020408,            0.010537,            0.001486,            0.001486,            0.001486
                 174,            0.044332,            0.035357,            0.014708,             0.93603,             0.99761,               0.995,             0.74524,            0.018391,            0.020408,            0.010537,           0.0014365,           0.0014365,           0.0014365
                 175,            0.042029,            0.030044,            0.017817,             0.93603,             0.99761,               0.995,             0.74524,            0.018391,            0.020408,            0.010537,            0.001387,            0.001387,            0.001387
                 176,            0.045151,            0.033449,            0.017791,             0.93603,             0.99761,               0.995,             0.74524,            0.018391,            0.020408,            0.010537,           0.0013375,           0.0013375,           0.0013375
                 177,            0.044596,            0.036267,            0.016077,             0.93855,              0.9954,               0.995,             0.67823,            0.018161,            0.020367,            0.010505,            0.001288,            0.001288,            0.001288
                 178,            0.041481,            0.031771,             0.01958,             0.93855,              0.9954,               0.995,             0.67823,            0.018161,            0.020367,            0.010505,           0.0012385,           0.0012385,           0.0012385
                 179,            0.038561,             0.02919,            0.014954,             0.93855,              0.9954,               0.995,             0.67823,            0.018161,            0.020367,            0.010505,            0.001189,            0.001189,            0.001189
                 180,            0.044774,            0.034627,            0.018937,             0.93855,              0.9954,               0.995,             0.67823,            0.018161,            0.020367,            0.010505,           0.0011395,           0.0011395,           0.0011395
                 181,            0.042026,            0.030709,            0.020154,             0.94022,             0.98972,               0.995,             0.74511,            0.017781,            0.020417,            0.010446,             0.00109,             0.00109,             0.00109
                 182,            0.035024,            0.027915,            0.018078,             0.94022,             0.98972,               0.995,             0.74511,            0.017781,            0.020417,            0.010446,           0.0010405,           0.0010405,           0.0010405
                 183,            0.040474,            0.024495,            0.014281,             0.94022,             0.98972,               0.995,             0.74511,            0.017781,            0.020417,            0.010446,            0.000991,            0.000991,            0.000991
                 184,            0.040155,            0.033248,            0.015338,             0.94022,             0.98972,               0.995,             0.74511,            0.017781,            0.020417,            0.010446,           0.0009415,           0.0009415,           0.0009415
                 185,            0.035467,            0.033221,            0.016577,             0.93832,             0.99952,               0.995,             0.74268,            0.017746,            0.020441,              0.0103,            0.000892,            0.000892,            0.000892
                 186,            0.037515,            0.039323,            0.016512,             0.93832,             0.99952,               0.995,             0.74268,            0.017746,            0.020441,              0.0103,           0.0008425,           0.0008425,           0.0008425
                 187,            0.044914,            0.034252,            0.017538,             0.93832,             0.99952,               0.995,             0.74268,            0.017746,            0.020441,              0.0103,            0.000793,            0.000793,            0.000793
                 188,            0.035306,            0.030495,            0.015065,             0.93832,             0.99952,               0.995,             0.74268,            0.017746,            0.020441,              0.0103,           0.0007435,           0.0007435,           0.0007435
                 189,            0.041817,            0.029796,            0.019319,             0.94308,                   1,               0.995,             0.72873,            0.017766,            0.020545,            0.010272,            0.000694,            0.000694,            0.000694
                 190,              0.0465,            0.033824,            0.018355,             0.94308,                   1,               0.995,             0.72873,            0.017766,            0.020545,            0.010272,           0.0006445,           0.0006445,           0.0006445
                 191,            0.031659,            0.029901,            0.014266,             0.94308,                   1,               0.995,             0.72873,            0.017766,            0.020545,            0.010272,            0.000595,            0.000595,            0.000595
                 192,            0.037142,            0.029154,            0.015025,             0.94308,                   1,               0.995,             0.72873,            0.017766,            0.020545,            0.010272,           0.0005455,           0.0005455,           0.0005455
                 193,            0.039758,            0.035868,            0.016792,             0.94578,             0.99894,               0.995,             0.73955,            0.017645,            0.020497,            0.010219,            0.000496,            0.000496,            0.000496
                 194,            0.043603,            0.030482,            0.024081,             0.94578,             0.99894,               0.995,             0.73955,            0.017645,            0.020497,            0.010219,           0.0004465,           0.0004465,           0.0004465
                 195,            0.036046,            0.028751,            0.016284,             0.94578,             0.99894,               0.995,             0.73955,            0.017645,            0.020497,            0.010219,            0.000397,            0.000397,            0.000397
                 196,             0.03932,              0.0298,            0.018828,             0.94578,             0.99894,               0.995,             0.73955,            0.017645,            0.020497,            0.010219,           0.0003475,           0.0003475,           0.0003475
                 197,            0.045007,            0.034603,             0.01963,             0.94614,             0.98628,               0.995,             0.73503,            0.017656,            0.020389,            0.010238,            0.000298,            0.000298,            0.000298
                 198,            0.041972,            0.027706,            0.016249,             0.94614,             0.98628,               0.995,             0.73503,            0.017656,            0.020389,            0.010238,           0.0002485,           0.0002485,           0.0002485
                 199,            0.038631,            0.030956,            0.014477,             0.94614,             0.98628,               0.995,             0.73503,            0.017656,            0.020389,            0.010238,            0.000199,            0.000199,            0.000199
